,Close,High
0,0.7224912532453898,0.6762005387828639
1,0.7189650163696044,0.6740231885276963
2,0.7163734066394951,0.6711639388537285
3,0.7142300033085469,0.6687300346261272
4,0.7124441812776403,0.6666988007421596
5,0.7109556458562191,0.6650055437858204
6,0.7097148766071497,0.6635941209077819
7,0.7086806314411346,0.6624176267565355
8,0.7078185346778332,0.6614369580984986
9,0.707099932495916,0.6606195201168505
10,0.7065009404593078,0.6599381433359548
11,0.7060016496570329,0.6593701805938913
12,0.7055854649834468,0.6588967543113764
13,0.7052385535608071,0.6585021290509913
14,0.7049493849710058,0.658173188512864
15,0.7047083480149682,0.6578989995835547
16,0.7045074312618183,0.6576704489482823
17,0.7043399567701057,0.6574799401884466
18,0.7042003581306959,0.657321141296766
19,0.7040839954540531,0.6571887742181041
20,0.7039870011525848,0.6570784394208766
21,0.70390615139226,0.6569864696682594
22,0.7038387589408929,0.6569098081289352
23,0.7037825838516532,0.6568459067761065
24,0.7037357590131574,0.6567926416978244
25,0.7036967280916258,0.6567482425037728
26,0.7036641938024633,0.6567112334821772
27,0.7036370747919511,0.6566803845510486
